tenure,InternetService,Contract,MonthlyCharges,Churn
20,Fiber optic,Month-to-month,98.55,1
66,No,Two year,19.7,0
3,No,Month-to-month,19.85,0
15,Fiber optic,Month-to-month,85.9,1
72,Fiber optic,Two year,90.35,0
1,No,Month-to-month,20.8,0
22,Fiber optic,Month-to-month,89.25,1
3,Fiber optic,Month-to-month,70.3,1
72,DSL,Two year,66.85,0
65,No,Two year,19.9,0
11,DSL,Month-to-month,35.8,0
22,Fiber optic,Month-to-month,78.85,0
14,No,One year,20.4,0
41,Fiber optic,Month-to-month,74.25,0
17,DSL,One year,64.8,0
11,No,Month-to-month,20.45,0
15,Fiber optic,Month-to-month,93.35,1
1,No,Month-to-month,19.9,1
5,Fiber optic,Month-to-month,88.9,1
33,Fiber optic,One year,95.8,1
72,Fiber optic,Two year,110.65,0
3,DSL,Month-to-month,40.3,0
2,Fiber optic,Month-to-month,82.0,1
59,Fiber optic,One year,107.0,0
2,DSL,Month-to-month,45.35,1
71,DSL,Two year,73.35,0
5,DSL,Month-to-month,44.8,0
27,DSL,Month-to-month,54.75,0
1,DSL,Month-to-month,52.2,1
63,DSL,One year,40.6,0
46,Fiber optic,One year,110.0,1
72,DSL,Two year,55.3,0
34,DSL,Month-to-month,60.85,0
24,DSL,One year,78.4,0
72,DSL,Two year,69.65,0
60,DSL,Two year,59.85,0
68,DSL,One year,76.9,0
8,No,Two year,19.85,0
34,DSL,Two year,67.65,0
6,DSL,Month-to-month,45.0,0
2,DSL,Month-to-month,64.2,0
31,Fiber optic,One year,81.7,0
20,No,Month-to-month,25.55,0
1,No,Month-to-month,20.0,0
62,Fiber optic,One year,96.75,1
70,Fiber optic,Two year,75.65,0
10,Fiber optic,Month-to-month,98.5,1
39,No,Two year,23.8,0
46,DSL,Two year,64.2,0
6,Fiber optic,Month-to-month,85.35,1
72,DSL,Two year,76.8,0
18,DSL,Month-to-month,55.2,0
71,Fiber optic,Two year,108.55,0
40,Fiber optic,Month-to-month,101.3,1
1,Fiber optic,Month-to-month,69.55,1
58,Fiber optic,One year,103.25,1
70,Fiber optic,Two year,104.0,1
42,No,Two year,25.25,0
34,DSL,One year,30.4,0
5,No,Month-to-month,20.05,0
25,Fiber optic,Month-to-month,84.6,0
2,Fiber optic,Month-to-month,86.2,1
55,Fiber optic,One year,103.7,0
21,Fiber optic,Month-to-month,111.2,1
70,Fiber optic,Two year,88.0,0
61,Fiber optic,Month-to-month,106.35,0
43,DSL,Two year,79.15,0
47,Fiber optic,One year,103.1,0
5,DSL,Month-to-month,63.95,0
62,No,Two year,25.8,0
16,Fiber optic,Month-to-month,89.45,1
7,Fiber optic,Month-to-month,95.6,1
14,No,Month-to-month,25.55,0
60,Fiber optic,One year,90.95,1
34,DSL,Month-to-month,44.85,0
50,Fiber optic,One year,108.55,1
38,No,Two year,25.05,0
70,DSL,One year,74.1,0
37,Fiber optic,Month-to-month,88.8,0
4,Fiber optic,Month-to-month,78.85,1
60,Fiber optic,Month-to-month,93.25,0
62,DSL,One year,71.4,0
1,DSL,Month-to-month,44.4,1
36,DSL,Month-to-month,79.2,0
44,No,Two year,20.4,0
55,Fiber optic,One year,100.0,1
72,Fiber optic,Two year,105.0,0
12,No,One year,19.8,1
13,DSL,Month-to-month,30.85,0
1,Fiber optic,Month-to-month,89.9,1
15,No,One year,20.55,0
65,DSL,Two year,84.85,0
12,DSL,One year,33.15,0
72,DSL,Two year,92.0,0
72,DSL,Two year,89.8,0
72,Fiber optic,Two year,115.8,0
52,DSL,Two year,85.15,0
2,No,Month-to-month,24.85,0
5,DSL,Month-to-month,64.35,0
68,No,Two year,20.5,0
62,Fiber optic,One year,100.15,1
72,DSL,Two year,86.05,0
1,DSL,Month-to-month,50.8,1
66,Fiber optic,One year,89.0,0
72,DSL,Two year,64.8,0
26,No,One year,19.8,0
64,Fiber optic,Two year,93.4,0
20,Fiber optic,Month-to-month,73.65,1
3,Fiber optic,Month-to-month,95.1,1
22,Fiber optic,Month-to-month,94.65,1
4,Fiber optic,Month-to-month,80.6,1
62,DSL,Two year,39.0,0
5,No,Month-to-month,20.5,0
59,Fiber optic,One year,85.55,1
3,No,Two year,26.4,0
72,Fiber optic,Two year,98.2,0
57,Fiber optic,One year,97.55,0
66,No,Two year,19.95,0
60,DSL,Month-to-month,50.8,1
45,Fiber optic,Two year,99.7,0
3,DSL,Month-to-month,34.8,0
15,Fiber optic,Month-to-month,105.1,1
51,DSL,One year,60.15,0
60,DSL,One year,64.75,0
33,DSL,Month-to-month,54.65,0
10,Fiber optic,Month-to-month,110.1,1
26,No,One year,19.3,0
6,Fiber optic,Month-to-month,83.9,1
67,Fiber optic,One year,111.25,0
49,DSL,One year,35.8,0
1,No,Month-to-month,20.05,0
7,Fiber optic,Month-to-month,84.35,0
27,Fiber optic,One year,110.5,0
37,Fiber optic,One year,91.2,0
63,Fiber optic,Month-to-month,100.55,1
31,Fiber optic,Month-to-month,89.3,0
50,Fiber optic,Month-to-month,103.85,1
32,Fiber optic,Month-to-month,81.1,0
1,DSL,Month-to-month,24.6,1
63,Fiber optic,One year,81.2,0
30,Fiber optic,Month-to-month,94.3,0
71,Fiber optic,Two year,116.1,0
53,Fiber optic,Two year,105.55,0
12,Fiber optic,Month-to-month,98.9,1
50,Fiber optic,Month-to-month,94.4,0
2,No,Month-to-month,19.5,0
9,Fiber optic,Month-to-month,98.3,1
17,Fiber optic,Month-to-month,93.85,1
56,Fiber optic,One year,105.6,0
67,DSL,Two year,81.35,0
9,Fiber optic,Month-to-month,100.5,1
4,DSL,Month-to-month,56.4,0
19,DSL,One year,65.35,0
8,No,Month-to-month,19.95,0
71,Fiber optic,Two year,111.25,0
10,Fiber optic,Month-to-month,72.85,1
15,Fiber optic,Month-to-month,89.0,0
72,Fiber optic,One year,106.1,0
12,No,One year,20.05,0
72,No,Two year,25.2,0
1,Fiber optic,Month-to-month,73.55,1
23,Fiber optic,Month-to-month,75.4,0
72,DSL,Two year,65.55,0
26,Fiber optic,Month-to-month,80.7,0
21,Fiber optic,One year,104.55,0
60,No,One year,24.15,0
12,No,Month-to-month,20.45,0
16,Fiber optic,Month-to-month,75.4,0
63,DSL,One year,79.7,0
22,Fiber optic,Month-to-month,81.7,0
32,DSL,Month-to-month,76.3,0
3,Fiber optic,Month-to-month,79.4,1
13,Fiber optic,Month-to-month,81.15,1
68,Fiber optic,Two year,103.75,0
30,Fiber optic,One year,86.45,0
16,Fiber optic,Month-to-month,75.1,0
33,Fiber optic,Two year,80.6,0
72,No,Two year,19.3,0
4,Fiber optic,Month-to-month,84.6,1
12,DSL,One year,33.6,0
4,Fiber optic,Month-to-month,83.25,0
0,DSL,Two year,80.85,0
6,Fiber optic,Month-to-month,79.05,1
65,Fiber optic,One year,108.05,0
15,No,Month-to-month,19.9,0
24,No,One year,21.05,0
13,DSL,Month-to-month,30.15,0
24,Fiber optic,Month-to-month,79.85,0
72,DSL,Two year,65.5,0
54,Fiber optic,Month-to-month,104.1,0
3,Fiber optic,Month-to-month,74.4,1
4,No,Month-to-month,20.5,0
32,Fiber optic,Month-to-month,91.35,0
35,Fiber optic,Month-to-month,99.05,1
35,No,Two year,20.5,0
2,DSL,Month-to-month,44.95,1
8,Fiber optic,Month-to-month,75.6,0
22,DSL,Month-to-month,55.1,0
15,DSL,Month-to-month,58.95,0
22,Fiber optic,Month-to-month,95.1,0
1,DSL,Month-to-month,44.7,1
71,No,Two year,25.45,0
4,DSL,Month-to-month,56.75,0
25,DSL,Month-to-month,81.75,0
32,Fiber optic,Month-to-month,86.1,0
7,DSL,Month-to-month,29.8,0
17,No,One year,20.5,0
8,DSL,Month-to-month,60.9,0
56,DSL,Two year,73.25,0
1,DSL,Month-to-month,45.7,1
8,Fiber optic,Month-to-month,100.3,1
7,No,Month-to-month,19.25,1
3,No,Month-to-month,20.85,0
71,DSL,Two year,77.35,0
2,Fiber optic,Month-to-month,96.0,1
1,Fiber optic,Month-to-month,90.55,1
49,Fiber optic,Month-to-month,93.85,0
58,DSL,Two year,70.1,0
44,DSL,Month-to-month,30.35,1
59,DSL,Two year,75.95,0
71,Fiber optic,Two year,108.05,1
1,Fiber optic,Month-to-month,69.9,1
11,Fiber optic,Month-to-month,75.25,0
62,Fiber optic,One year,103.75,1
35,DSL,One year,54.95,0
20,No,Month-to-month,19.5,0
40,No,Two year,19.6,0
39,DSL,One year,47.85,0
1,Fiber optic,Month-to-month,86.6,1
72,No,Two year,23.75,0
33,Fiber optic,Month-to-month,80.6,1
12,DSL,Month-to-month,43.8,0
1,No,Month-to-month,19.75,0
27,No,Month-to-month,19.15,0
34,No,One year,19.6,0
56,Fiber optic,Two year,80.3,0
58,No,Two year,24.35,0
22,No,Two year,25.25,0
10,No,Two year,26.1,0
13,No,Two year,20.0,0
35,Fiber optic,Month-to-month,85.3,1
34,Fiber optic,Month-to-month,70.0,1
4,Fiber optic,Month-to-month,94.3,1
72,No,Two year,20.7,0
2,DSL,Month-to-month,70.3,0
7,Fiber optic,Month-to-month,95.35,1
27,Fiber optic,Month-to-month,75.5,1
4,Fiber optic,Month-to-month,69.55,0
37,No,Two year,19.85,0
21,No,Month-to-month,20.0,0
53,Fiber optic,One year,95.85,0
18,Fiber optic,Month-to-month,90.1,1
2,Fiber optic,Month-to-month,68.95,1
32,Fiber optic,Month-to-month,99.55,1
23,No,One year,20.75,0
3,DSL,Month-to-month,50.15,0
71,DSL,Two year,58.65,0
9,Fiber optic,Month-to-month,95.9,0
1,DSL,Month-to-month,49.5,0
18,DSL,Month-to-month,57.45,1
12,DSL,One year,53.65,1
71,DSL,Two year,80.1,0
64,No,One year,24.4,0
4,DSL,Month-to-month,40.05,0
23,No,Month-to-month,19.5,0
39,DSL,Month-to-month,51.05,0
28,DSL,One year,54.35,0
5,Fiber optic,Month-to-month,84.7,0
45,Fiber optic,Month-to-month,86.1,0
37,Fiber optic,Month-to-month,70.35,0
60,Fiber optic,Two year,110.0,0
8,Fiber optic,Month-to-month,100.6,1
47,Fiber optic,One year,94.9,0
26,Fiber optic,Month-to-month,83.75,1
3,Fiber optic,Month-to-month,88.3,1
50,Fiber optic,Month-to-month,69.75,0
27,DSL,Month-to-month,71.6,0
8,Fiber optic,Month-to-month,92.1,1
62,No,Two year,23.65,0
71,DSL,Two year,81.85,0
66,No,Two year,25.1,0
68,Fiber optic,Two year,114.7,0
13,DSL,Month-to-month,49.15,0
56,Fiber optic,One year,80.9,0
38,Fiber optic,Month-to-month,79.45,1
14,Fiber optic,Month-to-month,90.45,1
16,No,One year,19.3,0
14,Fiber optic,Month-to-month,70.2,0
32,Fiber optic,Month-to-month,69.75,1
8,DSL,One year,54.25,0
43,Fiber optic,Month-to-month,99.3,0
52,DSL,One year,74.0,0
3,DSL,Month-to-month,50.25,0
29,No,One year,19.8,0
1,No,Month-to-month,19.65,1
12,DSL,Month-to-month,43.65,1
16,DSL,Month-to-month,35.5,0
40,DSL,One year,80.75,0
5,DSL,Month-to-month,39.5,1
40,Fiber optic,Month-to-month,97.1,1
36,No,One year,19.55,0
5,Fiber optic,Month-to-month,80.0,1
10,Fiber optic,Month-to-month,84.7,1
2,Fiber optic,Month-to-month,89.55,1
23,Fiber optic,Month-to-month,90.6,1
26,No,One year,20.05,0
72,Fiber optic,Two year,112.4,0
34,DSL,Month-to-month,50.2,0
10,DSL,Month-to-month,62.25,0
14,DSL,One year,55.7,0
23,Fiber optic,Month-to-month,90.05,1
47,No,Two year,19.65,0
24,Fiber optic,Month-to-month,89.25,0
49,Fiber optic,Month-to-month,99.05,1
20,DSL,One year,54.0,0
2,Fiber optic,Month-to-month,69.75,1
2,DSL,Month-to-month,49.05,1
22,DSL,Two year,56.75,0
7,Fiber optic,Month-to-month,98.05,1
1,No,Month-to-month,21.1,0
59,Fiber optic,Month-to-month,96.65,0
58,No,One year,24.5,0
41,Fiber optic,Month-to-month,114.5,1
59,Fiber optic,Two year,79.2,0
3,Fiber optic,Month-to-month,69.55,0
32,No,Two year,20.05,0
46,Fiber optic,Month-to-month,98.85,0
0,No,Two year,25.75,0
2,Fiber optic,Month-to-month,80.95,1
52,No,One year,19.6,0
13,Fiber optic,Month-to-month,74.3,1
11,Fiber optic,Month-to-month,89.7,1
32,Fiber optic,Month-to-month,87.65,0
17,Fiber optic,Month-to-month,100.45,1
16,Fiber optic,Month-to-month,74.75,0
51,Fiber optic,One year,107.45,0
29,DSL,One year,75.35,0
70,DSL,Two year,64.95,0
71,Fiber optic,Two year,100.45,0
41,DSL,One year,68.5,0
1,Fiber optic,Month-to-month,80.55,0
7,DSL,Month-to-month,81.25,0
25,Fiber optic,One year,90.4,1
67,Fiber optic,One year,89.55,0
5,DSL,Month-to-month,55.7,0
15,No,Month-to-month,24.8,0
20,No,Month-to-month,20.0,0
3,DSL,Month-to-month,56.15,1
54,Fiber optic,One year,105.2,0
42,No,One year,19.55,0
9,Fiber optic,Month-to-month,79.75,0
63,Fiber optic,Two year,97.45,0
69,No,Two year,24.25,0
69,No,Two year,24.6,0
40,DSL,Month-to-month,50.15,0
60,DSL,Two year,39.6,0
4,Fiber optic,Month-to-month,94.4,1
71,DSL,Two year,89.85,0
37,Fiber optic,Month-to-month,78.95,1
32,Fiber optic,Month-to-month,98.85,0
39,DSL,Two year,53.85,0
38,No,One year,24.25,0
52,Fiber optic,Two year,89.45,0
48,Fiber optic,Month-to-month,105.25,0
70,DSL,Two year,59.5,0
20,Fiber optic,Month-to-month,70.55,0
50,DSL,One year,82.5,0
19,DSL,One year,44.85,1
25,DSL,One year,61.6,0
12,DSL,Month-to-month,49.05,0
39,Fiber optic,Month-to-month,105.65,1
7,Fiber optic,Month-to-month,74.65,1
23,DSL,One year,66.25,0
27,No,Month-to-month,19.4,0
47,Fiber optic,Month-to-month,86.05,0
26,No,Two year,19.15,0
14,DSL,Month-to-month,64.7,1
11,Fiber optic,Month-to-month,104.05,1
2,No,Month-to-month,19.25,0
26,Fiber optic,Month-to-month,81.95,0
72,Fiber optic,Two year,114.65,0
63,No,Two year,20.0,0
71,No,Two year,19.8,0
11,DSL,Month-to-month,65.15,0
14,No,One year,19.65,0
13,DSL,Two year,88.95,0
6,No,Month-to-month,20.2,0
11,Fiber optic,Month-to-month,75.2,0
18,DSL,Month-to-month,56.8,0
1,DSL,Month-to-month,35.55,1
32,Fiber optic,Month-to-month,75.5,0
29,DSL,One year,35.6,0
3,DSL,Month-to-month,60.25,0
2,Fiber optic,Month-to-month,95.15,1
13,Fiber optic,Month-to-month,96.65,1
41,DSL,Month-to-month,40.35,0
1,No,Month-to-month,18.85,0
7,DSL,Month-to-month,54.85,0
52,DSL,One year,64.3,0
45,No,Two year,24.65,0
70,DSL,Two year,76.1,0
53,No,Two year,18.7,0
62,Fiber optic,One year,97.95,0
60,Fiber optic,Month-to-month,94.1,0
3,Fiber optic,Month-to-month,80.4,1
23,Fiber optic,Month-to-month,95.1,0
1,DSL,Month-to-month,31.35,1
67,DSL,One year,72.35,0
12,Fiber optic,Month-to-month,89.75,1
71,DSL,Two year,82.7,0
25,No,One year,19.9,0
5,DSL,Month-to-month,53.8,0
26,DSL,One year,51.55,0
1,No,One year,19.65,0
70,DSL,One year,44.05,0
72,Fiber optic,Two year,114.0,0
60,Fiber optic,One year,94.4,1
32,Fiber optic,Month-to-month,100.4,0
1,No,Month-to-month,19.85,1
14,DSL,One year,54.25,0
13,Fiber optic,Month-to-month,80.0,0
6,Fiber optic,Month-to-month,109.9,1
46,DSL,Two year,79.2,0
15,Fiber optic,Month-to-month,101.35,1
43,Fiber optic,Month-to-month,94.3,0
39,DSL,Two year,49.8,0
21,DSL,Month-to-month,60.05,1
57,DSL,Month-to-month,53.75,0
53,Fiber optic,One year,93.45,0
18,Fiber optic,Month-to-month,87.9,0
1,DSL,Month-to-month,60.15,1
58,DSL,One year,61.05,0
71,Fiber optic,Two year,104.05,0
35,Fiber optic,One year,99.25,0
3,Fiber optic,Month-to-month,85.7,0
38,Fiber optic,One year,104.85,0
35,DSL,Two year,69.15,0
7,Fiber optic,Month-to-month,90.45,1
47,DSL,Two year,74.45,0
14,DSL,Month-to-month,50.45,0
20,DSL,Month-to-month,60.0,0
66,DSL,Two year,85.25,0
15,No,Month-to-month,19.45,0
42,No,Two year,20.75,0
17,Fiber optic,Month-to-month,78.9,0
37,Fiber optic,One year,104.5,0
12,DSL,Month-to-month,49.4,0
53,Fiber optic,One year,94.25,1
60,No,Two year,25.0,0
18,DSL,Month-to-month,25.55,0
1,Fiber optic,Month-to-month,74.9,1
3,Fiber optic,Month-to-month,70.15,0
9,DSL,Month-to-month,69.4,0
1,Fiber optic,Month-to-month,80.25,1
56,Fiber optic,One year,93.15,0
17,Fiber optic,Month-to-month,69.0,1
11,DSL,Month-to-month,66.35,1
7,Fiber optic,Month-to-month,69.55,0
69,No,Two year,20.2,0
19,Fiber optic,Month-to-month,86.0,1
3,Fiber optic,Month-to-month,80.3,1
54,No,Two year,20.4,0
62,No,One year,23.75,0
24,Fiber optic,Month-to-month,90.55,1
62,DSL,Month-to-month,70.45,0
17,DSL,Month-to-month,65.75,0
9,DSL,Month-to-month,24.6,0
64,DSL,Two year,69.25,0
2,Fiber optic,Month-to-month,75.9,1
1,DSL,Month-to-month,45.85,1
16,DSL,Month-to-month,49.95,1
72,No,Two year,24.65,0
30,Fiber optic,One year,90.4,0
49,Fiber optic,Month-to-month,100.85,0
61,DSL,Two year,75.35,0
47,Fiber optic,Month-to-month,87.2,0
20,DSL,Month-to-month,64.4,0
34,Fiber optic,Month-to-month,78.3,1
70,No,Two year,24.7,0
54,Fiber optic,One year,105.85,0
61,Fiber optic,One year,98.3,0
3,Fiber optic,Month-to-month,76.95,1
13,No,One year,19.45,0
16,Fiber optic,Month-to-month,96.15,1
3,DSL,Month-to-month,58.7,0
25,No,Month-to-month,20.15,0
30,DSL,Month-to-month,64.5,0
21,DSL,Month-to-month,28.5,0
1,DSL,Month-to-month,45.3,1
15,No,Month-to-month,19.4,1
23,Fiber optic,Month-to-month,90.45,0
45,Fiber optic,Month-to-month,105.15,0
24,Fiber optic,One year,83.15,0
11,Fiber optic,Month-to-month,90.15,1
1,DSL,Month-to-month,45.05,1
56,Fiber optic,Two year,103.2,0
1,Fiber optic,Month-to-month,75.8,1
1,No,Month-to-month,19.45,0
7,Fiber optic,Month-to-month,79.3,1
55,Fiber optic,Two year,88.8,0
2,DSL,Month-to-month,30.9,1
72,DSL,Two year,85.9,0
45,DSL,One year,34.2,0
47,No,Two year,20.15,0
46,Fiber optic,One year,95.25,1
2,DSL,Month-to-month,50.3,0
2,Fiber optic,Month-to-month,80.15,0
12,DSL,Month-to-month,51.25,0
68,Fiber optic,Month-to-month,89.6,1
69,Fiber optic,Two year,95.2,0
56,Fiber optic,One year,94.8,0
4,Fiber optic,Month-to-month,80.25,0
64,DSL,Two year,76.1,0
59,Fiber optic,One year,110.15,1
62,Fiber optic,Two year,115.55,0
63,No,Two year,24.65,0
53,DSL,One year,53.6,0
5,No,Month-to-month,19.45,0
49,Fiber optic,Month-to-month,88.2,0
62,Fiber optic,Two year,101.15,0
55,DSL,Two year,56.8,0
71,Fiber optic,Two year,99.4,0
72,No,Two year,20.1,0
36,DSL,One year,60.7,0
25,No,One year,20.95,0
72,Fiber optic,Two year,114.85,0
36,No,One year,19.25,0
1,DSL,Month-to-month,62.8,0
72,Fiber optic,Two year,105.5,0
59,No,Two year,19.85,0
7,Fiber optic,Month-to-month,89.5,1
1,DSL,One year,74.1,0
30,Fiber optic,Month-to-month,107.5,0
64,No,Two year,19.55,0
63,DSL,One year,68.8,0
72,DSL,Two year,84.45,0
8,Fiber optic,Month-to-month,75.0,1
62,DSL,Two year,84.5,0
67,Fiber optic,Two year,111.2,0
6,DSL,Month-to-month,44.75,1
70,DSL,Two year,80.6,0
20,Fiber optic,Month-to-month,80.7,0
5,Fiber optic,Month-to-month,75.6,0
24,DSL,One year,57.6,0
11,DSL,Month-to-month,44.05,1
72,Fiber optic,Two year,110.6,0
66,DSL,Two year,58.2,0
45,DSL,Two year,81.0,0
69,No,Two year,19.7,0
15,Fiber optic,Month-to-month,85.6,1
28,DSL,Month-to-month,59.55,0
70,Fiber optic,One year,115.55,1
36,DSL,One year,75.55,0
16,Fiber optic,Month-to-month,86.6,1
18,Fiber optic,Month-to-month,85.2,1
34,Fiber optic,Month-to-month,97.65,1
42,DSL,One year,45.1,0
48,DSL,One year,70.95,0
47,Fiber optic,Month-to-month,109.55,1
39,Fiber optic,One year,89.55,1
11,No,Two year,20.9,0
7,No,Month-to-month,19.95,0
3,No,Month-to-month,24.6,0
8,DSL,Month-to-month,66.7,0
1,No,Month-to-month,19.45,1
32,Fiber optic,One year,94.8,0
60,DSL,One year,65.85,0
10,No,Month-to-month,19.95,0
71,No,Two year,24.65,0
4,No,Month-to-month,20.35,1
1,Fiber optic,Month-to-month,69.25,1
43,DSL,One year,51.25,0
59,Fiber optic,One year,99.5,1
23,DSL,Month-to-month,54.25,0
72,No,Two year,19.4,0
22,DSL,One year,56.25,0
1,DSL,Month-to-month,25.15,0
69,No,Two year,23.95,0
50,DSL,One year,35.4,0
1,DSL,Month-to-month,25.2,1
2,DSL,Month-to-month,45.0,1
15,Fiber optic,Month-to-month,75.35,0
31,No,Two year,20.4,0
1,No,Month-to-month,20.15,1
66,Fiber optic,Month-to-month,105.0,1
0,DSL,Two year,56.05,0
3,DSL,Month-to-month,54.7,1
8,No,Two year,20.0,0
64,DSL,One year,73.05,0
28,No,Month-to-month,20.5,0
57,Fiber optic,One year,100.75,0
14,Fiber optic,Month-to-month,87.25,1
19,No,Two year,19.95,0
10,Fiber optic,Month-to-month,79.95,1
51,DSL,Month-to-month,49.65,0
67,DSL,Two year,65.65,0
11,No,Month-to-month,20.45,0
72,DSL,Two year,60.95,0
66,No,One year,20.35,0
18,Fiber optic,Month-to-month,88.35,1
9,No,Month-to-month,19.5,0
9,Fiber optic,Month-to-month,75.2,0
48,Fiber optic,Month-to-month,111.45,0
10,Fiber optic,Month-to-month,70.15,0
9,Fiber optic,Month-to-month,94.75,1
13,Fiber optic,Month-to-month,95.05,1
4,Fiber optic,Month-to-month,78.45,1
4,Fiber optic,Month-to-month,70.2,1
72,DSL,Two year,92.0,0
51,DSL,Two year,85.5,0
59,DSL,Month-to-month,41.05,1
10,Fiber optic,Month-to-month,85.6,1
61,Fiber optic,Month-to-month,82.15,0
54,Fiber optic,One year,84.4,0
33,DSL,Month-to-month,60.9,0
27,No,Two year,20.25,0
1,Fiber optic,Month-to-month,79.2,1
23,Fiber optic,Month-to-month,95.3,0
1,No,Month-to-month,19.85,0
45,DSL,Two year,84.35,0
39,No,Two year,19.85,0
5,DSL,One year,70.0,1
72,DSL,Two year,82.3,0
58,DSL,Month-to-month,66.8,0
70,DSL,Two year,44.6,0
61,Fiber optic,One year,98.45,0
2,Fiber optic,Month-to-month,70.7,0
46,No,One year,24.95,0
1,DSL,Month-to-month,49.95,1
22,Fiber optic,Month-to-month,69.25,1
48,Fiber optic,Two year,102.5,0
64,DSL,Two year,86.55,0
72,No,Two year,24.3,0
12,DSL,Month-to-month,58.35,0
34,Fiber optic,Month-to-month,94.25,1
72,DSL,Two year,68.75,0
29,Fiber optic,Month-to-month,85.8,0
33,No,One year,20.1,0
1,No,Month-to-month,20.35,0
62,Fiber optic,One year,110.8,0
41,DSL,One year,73.0,1
64,Fiber optic,One year,100.05,1
4,Fiber optic,Month-to-month,82.85,0
24,Fiber optic,Month-to-month,84.35,0
14,No,One year,19.55,0
3,No,Month-to-month,19.95,0
4,Fiber optic,Month-to-month,99.8,1
18,DSL,Month-to-month,35.0,1
8,DSL,Month-to-month,66.25,0
35,No,Two year,23.3,0
1,Fiber optic,Month-to-month,76.0,1
66,No,Two year,25.3,0
8,DSL,Two year,44.55,0
71,Fiber optic,One year,104.1,0
43,Fiber optic,Month-to-month,92.55,0
2,Fiber optic,Month-to-month,93.85,1
29,Fiber optic,Month-to-month,101.45,0
15,Fiber optic,Month-to-month,84.3,1
65,Fiber optic,Two year,94.55,0
35,Fiber optic,Month-to-month,95.5,0
64,Fiber optic,One year,100.3,0
58,DSL,Two year,55.5,0
18,DSL,Month-to-month,49.85,0
67,Fiber optic,Month-to-month,89.55,0
63,No,Two year,19.15,0
60,Fiber optic,Month-to-month,99.8,0
9,Fiber optic,Month-to-month,84.4,1
70,Fiber optic,Two year,113.05,0
15,Fiber optic,Month-to-month,101.1,1
48,No,One year,19.95,0
12,DSL,Month-to-month,74.15,0
71,Fiber optic,One year,92.0,0
44,Fiber optic,Month-to-month,73.85,0
1,DSL,Month-to-month,50.45,1
45,No,Two year,24.45,0
23,No,One year,24.8,0
43,DSL,One year,64.85,0
35,No,Month-to-month,20.75,0
9,DSL,Month-to-month,68.95,0
12,Fiber optic,Month-to-month,99.95,1
65,Fiber optic,Month-to-month,109.4,0
2,Fiber optic,Month-to-month,91.4,1
27,DSL,Month-to-month,49.0,0
40,DSL,One year,50.25,0
5,Fiber optic,Month-to-month,75.55,1
8,No,One year,19.9,0
58,Fiber optic,One year,97.8,0
52,Fiber optic,One year,100.3,0
3,DSL,Month-to-month,55.8,0
41,Fiber optic,Two year,111.15,0
20,Fiber optic,Month-to-month,98.55,0
1,DSL,Month-to-month,50.05,0
4,Fiber optic,Month-to-month,80.8,1
23,No,Month-to-month,20.85,0
6,No,Month-to-month,19.5,0
8,No,Month-to-month,19.35,0
18,DSL,Month-to-month,69.5,0
52,DSL,Month-to-month,48.8,0
31,Fiber optic,Month-to-month,94.5,0
29,No,Month-to-month,20.65,0
36,Fiber optic,Two year,106.05,0
16,Fiber optic,Month-to-month,100.0,1
42,Fiber optic,One year,108.3,0
1,No,Month-to-month,20.55,1
60,Fiber optic,Two year,99.65,0
5,Fiber optic,Month-to-month,85.3,1
22,Fiber optic,Month-to-month,95.9,0
36,No,One year,20.0,0
4,Fiber optic,Month-to-month,70.4,1
9,DSL,Month-to-month,64.95,0
1,Fiber optic,Month-to-month,74.6,0
12,DSL,Month-to-month,49.2,0
23,DSL,One year,73.75,0
62,Fiber optic,One year,92.3,0
37,Fiber optic,Month-to-month,98.8,1
8,No,Month-to-month,19.2,0
31,Fiber optic,Month-to-month,88.65,0
13,Fiber optic,Month-to-month,74.4,1
24,Fiber optic,Month-to-month,98.75,1
45,Fiber optic,Month-to-month,95.95,0
69,Fiber optic,Two year,105.4,0
2,No,Month-to-month,20.25,0
61,Fiber optic,One year,106.0,1
41,Fiber optic,Month-to-month,104.7,1
44,DSL,One year,49.05,0
39,DSL,One year,35.55,0
72,DSL,Two year,65.1,0
13,Fiber optic,Month-to-month,96.85,0
51,DSL,One year,69.75,0
71,Fiber optic,Two year,99.2,0
22,Fiber optic,Month-to-month,96.7,1
2,DSL,Month-to-month,55.05,1
56,Fiber optic,One year,106.8,0
